timestep_name,hour,demandb1,demandb2,demandb3,demandb4
t1,1,2864.0009,9827.75723,1663.32159,4771.8217800
t2,2,2649.58993,9155.63283,1618.07739,4689.7539000
t3,3,2475.41998,8652.49124,1584.08941,4709.8620900
t4,4,2394.3044,8358.39843,1570.68805,4681.2735800
t5,5,2378.69018,8211.69731,1565.84568,4666.4871000
t6,6,2402.66796,8233.7255,1561.93408,4583.9438000
t7,7,2408.52543,8389.5687,1561.98215,4686.0442000
t8,8,2432.43238,8574.44866,1534.32046,4484.5862600
t9,9,2663.65703,9482.02847,1561.63132,4401.2964900
t1,1,2908.03612,10292.6309,1621.59033,4480.2589300
t11,11,3077.98991,10818.85544,1648.78615,4483.9788000
t12,12,3162.44555,11176.09805,1656.67725,4475.6789200
t13,13,3173.81214,11356.61009,1654.90549,4469.0412600
t14,14,3162.74368,11468.6659,1662.92958,4377.8901400
t15,15,3197.52906,11572.45076,1661.29789,4416.8915000
t16,16,3200.66866,11564.24565,1657.31229,4464.4621900
t17,17,3181.99284,11469.31547,1647.60532,4539.5571700
t18,18,3132.27953,11222.21748,1631.94984,4565.5177800
t19,19,3048.07619,10836.65559,1618.84355,4649.8306500
t2,2,3008.12496,10572.66305,1619.90312,4593.4873200
t21,21,2987.31757,10492.51359,1654.23416,4612.9290600
t22,22,3198.2635,11302.02367,1771.72813,4753.6974300
t23,23,3348.90841,11248.66682,1768.27212,4856.9514400
t24,24,3139.65727,10613.86596,1725.1511,4859.3171300
t25,25,2864.0009,9827.75723,1663.32159,4771.8217800
t26,26,2649.58993,9155.63283,1618.07739,4689.7539000
t27,27,2475.41998,8652.49124,1584.08941,4709.8620900
t28,28,2394.3044,8358.39843,1570.68805,4681.2735800
t29,29,2378.69018,8211.69731,1565.84568,4666.4871000
t3,3,2402.66796,8233.7255,1561.93408,4583.9438000
t31,31,2408.52543,8389.5687,1561.98215,4686.0442000
t32,32,2432.43238,8574.44866,1534.32046,4484.5862600
t33,33,2663.65703,9482.02847,1561.63132,4401.2964900
t34,34,2908.03612,10292.6309,1621.59033,4480.2589300
t35,35,3077.98991,10818.85544,1648.78615,4483.9788000
t36,36,3162.44555,11176.09805,1656.67725,4475.6789200
t37,37,3173.81214,11356.61009,1654.90549,4469.0412600
t38,38,3162.74368,11468.6659,1662.92958,4377.8901400
t39,39,3197.52906,11572.45076,1661.29789,4416.8915000
t4,4,3200.66866,11564.24565,1657.31229,4464.4621900
t41,41,3181.99284,11469.31547,1647.60532,4539.5571700
t42,42,3132.27953,11222.21748,1631.94984,4565.5177800
t43,43,3048.07619,10836.65559,1618.84355,4649.8306500
t44,44,3008.12496,10572.66305,1619.90312,4593.4873200
t45,45,2987.31757,10492.51359,1654.23416,4612.9290600
t46,46,3198.2635,11302.02367,1771.72813,4753.6974300
t47,47,3348.90841,11248.66682,1768.27212,4856.9514400
t48,48,3139.65727,10613.86596,1725.1511,4859.3171300
t49,49,2864.0009,9827.75723,1663.32159,4771.8217800
t5,5,2649.58993,9155.63283,1618.07739,4689.7539000
t51,51,2475.41998,8652.49124,1584.08941,4709.8620900
t52,52,2394.3044,8358.39843,1570.68805,4681.2735800
t53,53,2378.69018,8211.69731,1565.84568,4666.4871000
t54,54,2402.66796,8233.7255,1561.93408,4583.9438000
t55,55,2408.52543,8389.5687,1561.98215,4686.0442000
t56,56,2432.43238,8574.44866,1534.32046,4484.5862600
t57,57,2663.65703,9482.02847,1561.63132,4401.2964900
t58,58,2908.03612,10292.6309,1621.59033,4480.2589300
t59,59,3077.98991,10818.85544,1648.78615,4483.9788000
t6,6,3162.44555,11176.09805,1656.67725,4475.6789200
t61,61,3173.81214,11356.61009,1654.90549,4469.0412600
t62,62,3162.74368,11468.6659,1662.92958,4377.8901400
t63,63,3197.52906,11572.45076,1661.29789,4416.8915000
t64,64,3200.66866,11564.24565,1657.31229,4464.4621900
t65,65,3181.99284,11469.31547,1647.60532,4539.5571700
t66,66,3132.27953,11222.21748,1631.94984,4565.5177800
t67,67,3048.07619,10836.65559,1618.84355,4649.8306500
t68,68,3008.12496,10572.66305,1619.90312,4593.4873200
t69,69,2987.31757,10492.51359,1654.23416,4612.9290600
t7,7,3198.2635,11302.02367,1771.72813,4753.6974300
t71,71,3348.90841,11248.66682,1768.27212,4856.9514400
t72,72,3139.65727,10613.86596,1725.1511,4859.3171300
t73,73,2864.0009,9827.75723,1663.32159,4771.8217800
t74,74,2649.58993,9155.63283,1618.07739,4689.7539000
t75,75,2475.41998,8652.49124,1584.08941,4709.8620900
t76,76,2394.3044,8358.39843,1570.68805,4681.2735800
t77,77,2378.69018,8211.69731,1565.84568,4666.4871000
t78,78,2402.66796,8233.7255,1561.93408,4583.9438000
t79,79,2408.52543,8389.5687,1561.98215,4686.0442000
t8,8,2432.43238,8574.44866,1534.32046,4484.5862600
t81,81,2663.65703,9482.02847,1561.63132,4401.2964900
t82,82,2908.03612,10292.6309,1621.59033,4480.2589300
t83,83,3077.98991,10818.85544,1648.78615,4483.9788000
t84,84,3162.44555,11176.09805,1656.67725,4475.6789200
t85,85,3173.81214,11356.61009,1654.90549,4469.0412600
t86,86,3162.74368,11468.6659,1662.92958,4377.8901400
t87,87,3197.52906,11572.45076,1661.29789,4416.8915000
t88,88,3200.66866,11564.24565,1657.31229,4464.4621900
t89,89,3181.99284,11469.31547,1647.60532,4539.5571700
t9,9,3132.27953,11222.21748,1631.94984,4565.5177800
t91,91,3048.07619,10836.65559,1618.84355,4649.8306500
t92,92,3008.12496,10572.66305,1619.90312,4593.4873200
t93,93,2987.31757,10492.51359,1654.23416,4612.9290600
t94,94,3198.2635,11302.02367,1771.72813,4753.6974300
t95,95,3348.90841,11248.66682,1768.27212,4856.9514400
t96,96,3139.65727,10613.86596,1725.1511,4859.3171300
t97,97,2864.0009,9827.75723,1663.32159,4771.8217800
t98,98,2649.58993,9155.63283,1618.07739,4689.7539000
t99,99,2475.41998,8652.49124,1584.08941,4709.8620900
t1,1,2394.3044,8358.39843,1570.68805,4681.2735800
t101,101,2378.69018,8211.69731,1565.84568,4666.4871000
t102,102,2402.66796,8233.7255,1561.93408,4583.9438000
t103,103,2408.52543,8389.5687,1561.98215,4686.0442000
t104,104,2432.43238,8574.44866,1534.32046,4484.5862600
t105,105,2663.65703,9482.02847,1561.63132,4401.2964900
t106,106,2908.03612,10292.6309,1621.59033,4480.2589300
t107,107,3077.98991,10818.85544,1648.78615,4483.9788000
t108,108,3162.44555,11176.09805,1656.67725,4475.6789200
t109,109,3173.81214,11356.61009,1654.90549,4469.0412600
t11,11,3162.74368,11468.6659,1662.92958,4377.8901400
t111,111,3197.52906,11572.45076,1661.29789,4416.8915000
t112,112,3200.66866,11564.24565,1657.31229,4464.4621900
t113,113,3181.99284,11469.31547,1647.60532,4539.5571700
t114,114,3132.27953,11222.21748,1631.94984,4565.5177800
t115,115,3048.07619,10836.65559,1618.84355,4649.8306500
t116,116,3008.12496,10572.66305,1619.90312,4593.4873200
t117,117,2987.31757,10492.51359,1654.23416,4612.9290600
t118,118,3198.2635,11302.02367,1771.72813,4753.6974300
t119,119,3348.90841,11248.66682,1768.27212,4856.9514400
t12,12,3139.65727,10613.86596,1725.1511,4859.3171300
t121,121,2864.0009,9827.75723,1663.32159,4771.8217800
t122,122,2649.58993,9155.63283,1618.07739,4689.7539000
t123,123,2475.41998,8652.49124,1584.08941,4709.8620900
t124,124,2394.3044,8358.39843,1570.68805,4681.2735800
t125,125,2378.69018,8211.69731,1565.84568,4666.4871000
t126,126,2402.66796,8233.7255,1561.93408,4583.9438000
t127,127,2408.52543,8389.5687,1561.98215,4686.0442000
t128,128,2432.43238,8574.44866,1534.32046,4484.5862600
t129,129,2663.65703,9482.02847,1561.63132,4401.2964900
t13,13,2908.03612,10292.6309,1621.59033,4480.2589300
t131,131,3077.98991,10818.85544,1648.78615,4483.9788000
t132,132,3162.44555,11176.09805,1656.67725,4475.6789200
t133,133,3173.81214,11356.61009,1654.90549,4469.0412600
t134,134,3162.74368,11468.6659,1662.92958,4377.8901400
t135,135,3197.52906,11572.45076,1661.29789,4416.8915000
t136,136,3200.66866,11564.24565,1657.31229,4464.4621900
t137,137,3181.99284,11469.31547,1647.60532,4539.5571700
t138,138,3132.27953,11222.21748,1631.94984,4565.5177800
t139,139,3048.07619,10836.65559,1618.84355,4649.8306500
t14,14,3008.12496,10572.66305,1619.90312,4593.4873200
t141,141,2987.31757,10492.51359,1654.23416,4612.9290600
t142,142,3198.2635,11302.02367,1771.72813,4753.6974300
t143,143,3348.90841,11248.66682,1768.27212,4856.9514400
t144,144,3139.65727,10613.86596,1725.1511,4859.3171300
t145,145,2864.0009,9827.75723,1663.32159,4771.8217800
t146,146,2649.58993,9155.63283,1618.07739,4689.7539000
t147,147,2475.41998,8652.49124,1584.08941,4709.8620900
t148,148,2394.3044,8358.39843,1570.68805,4681.2735800
t149,149,2378.69018,8211.69731,1565.84568,4666.4871000
t15,15,2402.66796,8233.7255,1561.93408,4583.9438000
t151,151,2408.52543,8389.5687,1561.98215,4686.0442000
t152,152,2432.43238,8574.44866,1534.32046,4484.5862600
t153,153,2663.65703,9482.02847,1561.63132,4401.2964900
t154,154,2908.03612,10292.6309,1621.59033,4480.2589300
t155,155,3077.98991,10818.85544,1648.78615,4483.9788000
t156,156,3162.44555,11176.09805,1656.67725,4475.6789200
t157,157,3173.81214,11356.61009,1654.90549,4469.0412600
t158,158,3162.74368,11468.6659,1662.92958,4377.8901400
t159,159,3197.52906,11572.45076,1661.29789,4416.8915000
t16,16,3200.66866,11564.24565,1657.31229,4464.4621900
t161,161,3181.99284,11469.31547,1647.60532,4539.5571700
t162,162,3132.27953,11222.21748,1631.94984,4565.5177800
t163,163,3048.07619,10836.65559,1618.84355,4649.8306500
t164,164,3008.12496,10572.66305,1619.90312,4593.4873200
t165,165,2987.31757,10492.51359,1654.23416,4612.9290600
t166,166,3198.2635,11302.02367,1771.72813,4753.6974300
t167,167,3348.90841,11248.66682,1768.27212,4856.9514400
t168,168,3139.65727,10613.86596,1725.1511,4859.3171300
t169,169,2864.0009,9827.75723,1663.32159,4771.8217800
t17,17,2649.58993,9155.63283,1618.07739,4689.7539000
t171,171,2475.41998,8652.49124,1584.08941,4709.8620900
t172,172,2394.3044,8358.39843,1570.68805,4681.2735800
t173,173,2378.69018,8211.69731,1565.84568,4666.4871000
t174,174,2402.66796,8233.7255,1561.93408,4583.9438000
t175,175,2408.52543,8389.5687,1561.98215,4686.0442000
t176,176,2432.43238,8574.44866,1534.32046,4484.5862600
t177,177,2663.65703,9482.02847,1561.63132,4401.2964900
t178,178,2908.03612,10292.6309,1621.59033,4480.2589300
t179,179,3077.98991,10818.85544,1648.78615,4483.9788000
t18,18,3162.44555,11176.09805,1656.67725,4475.6789200
t181,181,3173.81214,11356.61009,1654.90549,4469.0412600
t182,182,3162.74368,11468.6659,1662.92958,4377.8901400
t183,183,3197.52906,11572.45076,1661.29789,4416.8915000
t184,184,3200.66866,11564.24565,1657.31229,4464.4621900
t185,185,3181.99284,11469.31547,1647.60532,4539.5571700
t186,186,3132.27953,11222.21748,1631.94984,4565.5177800
t187,187,3048.07619,10836.65559,1618.84355,4649.8306500
t188,188,3008.12496,10572.66305,1619.90312,4593.4873200
t189,189,2987.31757,10492.51359,1654.23416,4612.9290600
t19,19,3198.2635,11302.02367,1771.72813,4753.6974300
t191,191,3348.90841,11248.66682,1768.27212,4856.9514400
t192,192,3139.65727,10613.86596,1725.1511,4859.3171300
t193,193,2864.0009,9827.75723,1663.32159,4771.8217800
t194,194,2649.58993,9155.63283,1618.07739,4689.7539000
t195,195,2475.41998,8652.49124,1584.08941,4709.8620900
t196,196,2394.3044,8358.39843,1570.68805,4681.2735800
t197,197,2378.69018,8211.69731,1565.84568,4666.4871000
t198,198,2402.66796,8233.7255,1561.93408,4583.9438000
t199,199,2408.52543,8389.5687,1561.98215,4686.0442000
t2,2,2432.43238,8574.44866,1534.32046,4484.5862600
t201,201,2663.65703,9482.02847,1561.63132,4401.2964900
t202,202,2908.03612,10292.6309,1621.59033,4480.2589300
t203,203,3077.98991,10818.85544,1648.78615,4483.9788000
t204,204,3162.44555,11176.09805,1656.67725,4475.6789200
t205,205,3173.81214,11356.61009,1654.90549,4469.0412600
t206,206,3162.74368,11468.6659,1662.92958,4377.8901400
t207,207,3197.52906,11572.45076,1661.29789,4416.8915000
t208,208,3200.66866,11564.24565,1657.31229,4464.4621900
t209,209,3181.99284,11469.31547,1647.60532,4539.5571700
t21,21,3132.27953,11222.21748,1631.94984,4565.5177800
t211,211,3048.07619,10836.65559,1618.84355,4649.8306500
t212,212,3008.12496,10572.66305,1619.90312,4593.4873200
t213,213,2987.31757,10492.51359,1654.23416,4612.9290600
t214,214,3198.2635,11302.02367,1771.72813,4753.6974300
t215,215,3348.90841,11248.66682,1768.27212,4856.9514400
t216,216,3139.65727,10613.86596,1725.1511,4859.3171300
t217,217,2864.0009,9827.75723,1663.32159,4771.8217800
t218,218,2649.58993,9155.63283,1618.07739,4689.7539000
t219,219,2475.41998,8652.49124,1584.08941,4709.8620900
t22,22,2394.3044,8358.39843,1570.68805,4681.2735800
t221,221,2378.69018,8211.69731,1565.84568,4666.4871000
t222,222,2402.66796,8233.7255,1561.93408,4583.9438000
t223,223,2408.52543,8389.5687,1561.98215,4686.0442000
t224,224,2432.43238,8574.44866,1534.32046,4484.5862600
t225,225,2663.65703,9482.02847,1561.63132,4401.2964900
t226,226,2908.03612,10292.6309,1621.59033,4480.2589300
t227,227,3077.98991,10818.85544,1648.78615,4483.9788000
t228,228,3162.44555,11176.09805,1656.67725,4475.6789200
t229,229,3173.81214,11356.61009,1654.90549,4469.0412600
t23,23,3162.74368,11468.6659,1662.92958,4377.8901400
t231,231,3197.52906,11572.45076,1661.29789,4416.8915000
t232,232,3200.66866,11564.24565,1657.31229,4464.4621900
t233,233,3181.99284,11469.31547,1647.60532,4539.5571700
t234,234,3132.27953,11222.21748,1631.94984,4565.5177800
t235,235,3048.07619,10836.65559,1618.84355,4649.8306500
t236,236,3008.12496,10572.66305,1619.90312,4593.4873200
t237,237,2987.31757,10492.51359,1654.23416,4612.9290600
t238,238,3198.2635,11302.02367,1771.72813,4753.6974300
t239,239,3348.90841,11248.66682,1768.27212,4856.9514400
t24,24,3139.65727,10613.86596,1725.1511,4859.3171300
t241,241,2864.0009,9827.75723,1663.32159,4771.8217800
t242,242,2649.58993,9155.63283,1618.07739,4689.7539000
t243,243,2475.41998,8652.49124,1584.08941,4709.8620900
t244,244,2394.3044,8358.39843,1570.68805,4681.2735800
t245,245,2378.69018,8211.69731,1565.84568,4666.4871000
t246,246,2402.66796,8233.7255,1561.93408,4583.9438000
t247,247,2408.52543,8389.5687,1561.98215,4686.0442000
t248,248,2432.43238,8574.44866,1534.32046,4484.5862600
t249,249,2663.65703,9482.02847,1561.63132,4401.2964900
t25,25,2908.03612,10292.6309,1621.59033,4480.2589300
t251,251,3077.98991,10818.85544,1648.78615,4483.9788000
t252,252,3162.44555,11176.09805,1656.67725,4475.6789200
t253,253,3173.81214,11356.61009,1654.90549,4469.0412600
t254,254,3162.74368,11468.6659,1662.92958,4377.8901400
t255,255,3197.52906,11572.45076,1661.29789,4416.8915000
t256,256,3200.66866,11564.24565,1657.31229,4464.4621900
t257,257,3181.99284,11469.31547,1647.60532,4539.5571700
t258,258,3132.27953,11222.21748,1631.94984,4565.5177800
t259,259,3048.07619,10836.65559,1618.84355,4649.8306500
t26,26,3008.12496,10572.66305,1619.90312,4593.4873200
t261,261,2987.31757,10492.51359,1654.23416,4612.9290600
t262,262,3198.2635,11302.02367,1771.72813,4753.6974300
t263,263,3348.90841,11248.66682,1768.27212,4856.9514400
t264,264,3139.65727,10613.86596,1725.1511,4859.3171300
t265,265,2864.0009,9827.75723,1663.32159,4771.8217800
t266,266,2649.58993,9155.63283,1618.07739,4689.7539000
t267,267,2475.41998,8652.49124,1584.08941,4709.8620900
t268,268,2394.3044,8358.39843,1570.68805,4681.2735800
t269,269,2378.69018,8211.69731,1565.84568,4666.4871000
t27,27,2402.66796,8233.7255,1561.93408,4583.9438000
t271,271,2408.52543,8389.5687,1561.98215,4686.0442000
t272,272,2432.43238,8574.44866,1534.32046,4484.5862600
t273,273,2663.65703,9482.02847,1561.63132,4401.2964900
t274,274,2908.03612,10292.6309,1621.59033,4480.2589300
t275,275,3077.98991,10818.85544,1648.78615,4483.9788000
t276,276,3162.44555,11176.09805,1656.67725,4475.6789200
t277,277,3173.81214,11356.61009,1654.90549,4469.0412600
t278,278,3162.74368,11468.6659,1662.92958,4377.8901400
t279,279,3197.52906,11572.45076,1661.29789,4416.8915000
t28,28,3200.66866,11564.24565,1657.31229,4464.4621900
t281,281,3181.99284,11469.31547,1647.60532,4539.5571700
t282,282,3132.27953,11222.21748,1631.94984,4565.5177800
t283,283,3048.07619,10836.65559,1618.84355,4649.8306500
t284,284,3008.12496,10572.66305,1619.90312,4593.4873200
t285,285,2987.31757,10492.51359,1654.23416,4612.9290600
t286,286,3198.2635,11302.02367,1771.72813,4753.6974300
t287,287,3348.90841,11248.66682,1768.27212,4856.9514400
t288,288,3139.65727,10613.86596,1725.1511,4859.3171300
t289,289,2864.0009,9827.75723,1663.32159,4771.8217800
t29,29,2649.58993,9155.63283,1618.07739,4689.7539000
t291,291,2475.41998,8652.49124,1584.08941,4709.8620900
t292,292,2394.3044,8358.39843,1570.68805,4681.2735800
t293,293,2378.69018,8211.69731,1565.84568,4666.4871000
t294,294,2402.66796,8233.7255,1561.93408,4583.9438000
t295,295,2408.52543,8389.5687,1561.98215,4686.0442000
t296,296,2432.43238,8574.44866,1534.32046,4484.5862600
t297,297,2663.65703,9482.02847,1561.63132,4401.2964900
t298,298,2908.03612,10292.6309,1621.59033,4480.2589300
t299,299,3077.98991,10818.85544,1648.78615,4483.9788000
t3,3,3162.44555,11176.09805,1656.67725,4475.6789200
t301,301,3173.81214,11356.61009,1654.90549,4469.0412600
t302,302,3162.74368,11468.6659,1662.92958,4377.8901400
t303,303,3197.52906,11572.45076,1661.29789,4416.8915000
t304,304,3200.66866,11564.24565,1657.31229,4464.4621900
t305,305,3181.99284,11469.31547,1647.60532,4539.5571700
t306,306,3132.27953,11222.21748,1631.94984,4565.5177800
t307,307,3048.07619,10836.65559,1618.84355,4649.8306500
t308,308,3008.12496,10572.66305,1619.90312,4593.4873200
t309,309,2987.31757,10492.51359,1654.23416,4612.9290600
t31,31,3198.2635,11302.02367,1771.72813,4753.6974300
t311,311,3348.90841,11248.66682,1768.27212,4856.9514400
t312,312,3139.65727,10613.86596,1725.1511,4859.3171300
t313,313,2864.0009,9827.75723,1663.32159,4771.8217800
t314,314,2649.58993,9155.63283,1618.07739,4689.7539000
t315,315,2475.41998,8652.49124,1584.08941,4709.8620900
t316,316,2394.3044,8358.39843,1570.68805,4681.2735800
t317,317,2378.69018,8211.69731,1565.84568,4666.4871000
t318,318,2402.66796,8233.7255,1561.93408,4583.9438000
t319,319,2408.52543,8389.5687,1561.98215,4686.0442000
t32,32,2432.43238,8574.44866,1534.32046,4484.5862600
t321,321,2663.65703,9482.02847,1561.63132,4401.2964900
t322,322,2908.03612,10292.6309,1621.59033,4480.2589300
t323,323,3077.98991,10818.85544,1648.78615,4483.9788000
t324,324,3162.44555,11176.09805,1656.67725,4475.6789200
t325,325,3173.81214,11356.61009,1654.90549,4469.0412600
t326,326,3162.74368,11468.6659,1662.92958,4377.8901400
t327,327,3197.52906,11572.45076,1661.29789,4416.8915000
t328,328,3200.66866,11564.24565,1657.31229,4464.4621900
t329,329,3181.99284,11469.31547,1647.60532,4539.5571700
t33,33,3132.27953,11222.21748,1631.94984,4565.5177800
t331,331,3048.07619,10836.65559,1618.84355,4649.8306500
t332,332,3008.12496,10572.66305,1619.90312,4593.4873200
t333,333,2987.31757,10492.51359,1654.23416,4612.9290600
t334,334,3198.2635,11302.02367,1771.72813,4753.6974300
t335,335,3348.90841,11248.66682,1768.27212,4856.9514400
t336,336,3139.65727,10613.86596,1725.1511,4859.3171300
t337,337,2864.0009,9827.75723,1663.32159,4771.8217800
t338,338,2649.58993,9155.63283,1618.07739,4689.7539000
t339,339,2475.41998,8652.49124,1584.08941,4709.8620900
t34,34,2394.3044,8358.39843,1570.68805,4681.2735800
t341,341,2378.69018,8211.69731,1565.84568,4666.4871000
t342,342,2402.66796,8233.7255,1561.93408,4583.9438000
t343,343,2408.52543,8389.5687,1561.98215,4686.0442000
t344,344,2432.43238,8574.44866,1534.32046,4484.5862600
t345,345,2663.65703,9482.02847,1561.63132,4401.2964900
t346,346,2908.03612,10292.6309,1621.59033,4480.2589300
t347,347,3077.98991,10818.85544,1648.78615,4483.9788000
t348,348,3162.44555,11176.09805,1656.67725,4475.6789200
t349,349,3173.81214,11356.61009,1654.90549,4469.0412600
t35,35,3162.74368,11468.6659,1662.92958,4377.8901400
t351,351,3197.52906,11572.45076,1661.29789,4416.8915000
t352,352,3200.66866,11564.24565,1657.31229,4464.4621900
t353,353,3181.99284,11469.31547,1647.60532,4539.5571700
t354,354,3132.27953,11222.21748,1631.94984,4565.5177800
t355,355,3048.07619,10836.65559,1618.84355,4649.8306500
t356,356,3008.12496,10572.66305,1619.90312,4593.4873200
t357,357,2987.31757,10492.51359,1654.23416,4612.9290600
t358,358,3198.2635,11302.02367,1771.72813,4753.6974300
t359,359,3348.90841,11248.66682,1768.27212,4856.9514400
t36,36,3139.65727,10613.86596,1725.1511,4859.3171300
t361,361,2864.0009,9827.75723,1663.32159,4771.8217800
t362,362,2649.58993,9155.63283,1618.07739,4689.7539000
t363,363,2475.41998,8652.49124,1584.08941,4709.8620900
t364,364,2394.3044,8358.39843,1570.68805,4681.2735800
t365,365,2378.69018,8211.69731,1565.84568,4666.4871000
t366,366,2402.66796,8233.7255,1561.93408,4583.9438000
t367,367,2408.52543,8389.5687,1561.98215,4686.0442000
t368,368,2432.43238,8574.44866,1534.32046,4484.5862600
t369,369,2663.65703,9482.02847,1561.63132,4401.2964900
t37,37,2908.03612,10292.6309,1621.59033,4480.2589300
t371,371,3077.98991,10818.85544,1648.78615,4483.9788000
t372,372,3162.44555,11176.09805,1656.67725,4475.6789200
t373,373,3173.81214,11356.61009,1654.90549,4469.0412600
t374,374,3162.74368,11468.6659,1662.92958,4377.8901400
t375,375,3197.52906,11572.45076,1661.29789,4416.8915000
t376,376,3200.66866,11564.24565,1657.31229,4464.4621900
t377,377,3181.99284,11469.31547,1647.60532,4539.5571700
t378,378,3132.27953,11222.21748,1631.94984,4565.5177800
t379,379,3048.07619,10836.65559,1618.84355,4649.8306500
t38,38,3008.12496,10572.66305,1619.90312,4593.4873200
t381,381,2987.31757,10492.51359,1654.23416,4612.9290600
t382,382,3198.2635,11302.02367,1771.72813,4753.6974300
t383,383,3348.90841,11248.66682,1768.27212,4856.9514400
t384,384,3139.65727,10613.86596,1725.1511,4859.3171300
t385,385,2864.0009,9827.75723,1663.32159,4771.8217800
t386,386,2649.58993,9155.63283,1618.07739,4689.7539000
t387,387,2475.41998,8652.49124,1584.08941,4709.8620900
t388,388,2394.3044,8358.39843,1570.68805,4681.2735800
t389,389,2378.69018,8211.69731,1565.84568,4666.4871000
t39,39,2402.66796,8233.7255,1561.93408,4583.9438000
t391,391,2408.52543,8389.5687,1561.98215,4686.0442000
t392,392,2432.43238,8574.44866,1534.32046,4484.5862600
t393,393,2663.65703,9482.02847,1561.63132,4401.2964900
t394,394,2908.03612,10292.6309,1621.59033,4480.2589300
t395,395,3077.98991,10818.85544,1648.78615,4483.9788000
t396,396,3162.44555,11176.09805,1656.67725,4475.6789200
t397,397,3173.81214,11356.61009,1654.90549,4469.0412600
t398,398,3162.74368,11468.6659,1662.92958,4377.8901400
t399,399,3197.52906,11572.45076,1661.29789,4416.8915000
t4,4,3200.66866,11564.24565,1657.31229,4464.4621900
t401,401,3181.99284,11469.31547,1647.60532,4539.5571700
t402,402,3132.27953,11222.21748,1631.94984,4565.5177800
t403,403,3048.07619,10836.65559,1618.84355,4649.8306500
t404,404,3008.12496,10572.66305,1619.90312,4593.4873200
t405,405,2987.31757,10492.51359,1654.23416,4612.9290600
t406,406,3198.2635,11302.02367,1771.72813,4753.6974300
t407,407,3348.90841,11248.66682,1768.27212,4856.9514400
t408,408,3139.65727,10613.86596,1725.1511,4859.3171300
t409,409,2864.0009,9827.75723,1663.32159,4771.8217800
t41,41,2649.58993,9155.63283,1618.07739,4689.7539000
t411,411,2475.41998,8652.49124,1584.08941,4709.8620900
t412,412,2394.3044,8358.39843,1570.68805,4681.2735800
t413,413,2378.69018,8211.69731,1565.84568,4666.4871000
t414,414,2402.66796,8233.7255,1561.93408,4583.9438000
t415,415,2408.52543,8389.5687,1561.98215,4686.0442000
t416,416,2432.43238,8574.44866,1534.32046,4484.5862600
t417,417,2663.65703,9482.02847,1561.63132,4401.2964900
t418,418,2908.03612,10292.6309,1621.59033,4480.2589300
t419,419,3077.98991,10818.85544,1648.78615,4483.9788000
t42,42,3162.44555,11176.09805,1656.67725,4475.6789200
t421,421,3173.81214,11356.61009,1654.90549,4469.0412600
t422,422,3162.74368,11468.6659,1662.92958,4377.8901400
t423,423,3197.52906,11572.45076,1661.29789,4416.8915000
t424,424,3200.66866,11564.24565,1657.31229,4464.4621900
t425,425,3181.99284,11469.31547,1647.60532,4539.5571700
t426,426,3132.27953,11222.21748,1631.94984,4565.5177800
t427,427,3048.07619,10836.65559,1618.84355,4649.8306500
t428,428,3008.12496,10572.66305,1619.90312,4593.4873200
t429,429,2987.31757,10492.51359,1654.23416,4612.9290600
t43,43,3198.2635,11302.02367,1771.72813,4753.6974300
t431,431,3348.90841,11248.66682,1768.27212,4856.9514400
t432,432,3139.65727,10613.86596,1725.1511,4859.3171300
t433,433,2864.0009,9827.75723,1663.32159,4771.8217800
t434,434,2649.58993,9155.63283,1618.07739,4689.7539000
t435,435,2475.41998,8652.49124,1584.08941,4709.8620900
t436,436,2394.3044,8358.39843,1570.68805,4681.2735800
t437,437,2378.69018,8211.69731,1565.84568,4666.4871000
t438,438,2402.66796,8233.7255,1561.93408,4583.9438000
t439,439,2408.52543,8389.5687,1561.98215,4686.0442000
t44,44,2432.43238,8574.44866,1534.32046,4484.5862600
t441,441,2663.65703,9482.02847,1561.63132,4401.2964900
t442,442,2908.03612,10292.6309,1621.59033,4480.2589300
t443,443,3077.98991,10818.85544,1648.78615,4483.9788000
t444,444,3162.44555,11176.09805,1656.67725,4475.6789200
t445,445,3173.81214,11356.61009,1654.90549,4469.0412600
t446,446,3162.74368,11468.6659,1662.92958,4377.8901400
t447,447,3197.52906,11572.45076,1661.29789,4416.8915000
t448,448,3200.66866,11564.24565,1657.31229,4464.4621900
t449,449,3181.99284,11469.31547,1647.60532,4539.5571700
t45,45,3132.27953,11222.21748,1631.94984,4565.5177800
t451,451,3048.07619,10836.65559,1618.84355,4649.8306500
t452,452,3008.12496,10572.66305,1619.90312,4593.4873200
t453,453,2987.31757,10492.51359,1654.23416,4612.9290600
t454,454,3198.2635,11302.02367,1771.72813,4753.6974300
t455,455,3348.90841,11248.66682,1768.27212,4856.9514400
t456,456,3139.65727,10613.86596,1725.1511,4859.3171300
t457,457,2864.0009,9827.75723,1663.32159,4771.8217800
t458,458,2649.58993,9155.63283,1618.07739,4689.7539000
t459,459,2475.41998,8652.49124,1584.08941,4709.8620900
t46,46,2394.3044,8358.39843,1570.68805,4681.2735800
t461,461,2378.69018,8211.69731,1565.84568,4666.4871000
t462,462,2402.66796,8233.7255,1561.93408,4583.9438000
t463,463,2408.52543,8389.5687,1561.98215,4686.0442000
t464,464,2432.43238,8574.44866,1534.32046,4484.5862600
t465,465,2663.65703,9482.02847,1561.63132,4401.2964900
