timestep_name,hour,demandb1,demandb2,demandb3,demandb4
t4712,4712,2662.42216,9721.77059,1573.80969,4696.3215700
t4713,4713,2979.00401,10594.49977,1587.45608,4588.1458800
t4714,4714,3126.42437,11003.56902,1606.13323,4564.3499200
t4715,4715,3265.2011,11392.34094,1617.98304,4520.0140300
t4716,4716,3349.30491,11591.3998,1618.71412,4442.9548400
t4717,4717,3341.54456,11556.53962,1617.51148,4414.1479500
t4718,4718,3274.82453,11389.47744,1618.98455,4373.8159000
t4719,4719,3281.37316,11356.00376,1620.94461,4181.4662000
t472,472,3256.68432,11256.97046,1613.61079,4252.7658700
t4721,4721,3201.2001,11085.54651,1596.81337,4275.2963000
t4722,4722,2982.14222,10526.88428,1546.65565,4423.5269700
t4723,4723,2721.5022,10150.61398,1538.1601,4339.5136400
t4724,4724,2995.72325,11243.49562,1626.17637,4451.5957500
t4725,4725,3027.07715,11502.85524,1674.32928,4548.6604100
t4726,4726,2980.07616,11440.0273,1685.5646,4827.3970500
t4727,4727,2882.01218,10971.97135,1661.59603,4862.8690000
t4728,4728,2874.76036,10457.38404,1645.17308,4837.2393300
t4729,4729,2750.49746,9699.43616,1611.74312,4792.3225200
t473,473,2541.84721,8907.18457,1570.22517,4735.8783200
t4731,4731,2402.64388,8391.38399,1542.92902,4721.1430300
t4732,4732,2317.26447,8130.5563,1530.57394,4775.5451900
t4733,4733,2286.5508,8024.42556,1526.30901,5125.1813500
t4734,4734,2309.98209,8126.59405,1527.82205,5082.4289900
t4735,4735,2420.58202,8705.83125,1541.52329,5071.8550500
t4736,4736,2662.42216,9721.77059,1573.80969,4696.3215700
t4737,4737,2979.00401,10594.49977,1587.45608,4588.1458800
t4738,4738,3126.42437,11003.56902,1606.13323,4564.3499200
t4739,4739,3265.2011,11392.34094,1617.98304,4520.0140300
t474,474,3349.30491,11591.3998,1618.71412,4442.9548400
t4741,4741,3341.54456,11556.53962,1617.51148,4414.1479500
t4742,4742,3274.82453,11389.47744,1618.98455,4373.8159000
t4743,4743,3281.37316,11356.00376,1620.94461,4181.4662000
t4744,4744,3256.68432,11256.97046,1613.61079,4252.7658700
t4745,4745,3201.2001,11085.54651,1596.81337,4275.2963000
t4746,4746,2982.14222,10526.88428,1546.65565,4423.5269700
t4747,4747,2721.5022,10150.61398,1538.1601,4339.5136400
t4748,4748,2995.72325,11243.49562,1626.17637,4451.5957500
t4749,4749,3027.07715,11502.85524,1674.32928,4548.6604100
t475,475,2980.07616,11440.0273,1685.5646,4827.3970500
t4751,4751,2882.01218,10971.97135,1661.59603,4862.8690000
t4752,4752,2874.76036,10457.38404,1645.17308,4837.2393300
t4753,4753,2750.49746,9699.43616,1611.74312,4792.3225200
t4754,4754,2541.84721,8907.18457,1570.22517,4735.8783200
t4755,4755,2402.64388,8391.38399,1542.92902,4721.1430300
t4756,4756,2317.26447,8130.5563,1530.57394,4775.5451900
t4757,4757,2286.5508,8024.42556,1526.30901,5125.1813500
t4758,4758,2309.98209,8126.59405,1527.82205,5082.4289900
t4759,4759,2420.58202,8705.83125,1541.52329,5071.8550500
t476,476,2662.42216,9721.77059,1573.80969,4696.3215700
t4761,4761,2979.00401,10594.49977,1587.45608,4588.1458800
t4762,4762,3126.42437,11003.56902,1606.13323,4564.3499200
t4763,4763,3265.2011,11392.34094,1617.98304,4520.0140300
t4764,4764,3349.30491,11591.3998,1618.71412,4442.9548400
t4765,4765,3341.54456,11556.53962,1617.51148,4414.1479500
t4766,4766,3274.82453,11389.47744,1618.98455,4373.8159000
t4767,4767,3281.37316,11356.00376,1620.94461,4181.4662000
t4768,4768,3256.68432,11256.97046,1613.61079,4252.7658700
t4769,4769,3201.2001,11085.54651,1596.81337,4275.2963000
t477,477,2982.14222,10526.88428,1546.65565,4423.5269700
t4771,4771,2721.5022,10150.61398,1538.1601,4339.5136400
t4772,4772,2995.72325,11243.49562,1626.17637,4451.5957500
t4773,4773,3027.07715,11502.85524,1674.32928,4548.6604100
t4774,4774,2980.07616,11440.0273,1685.5646,4827.3970500
t4775,4775,2882.01218,10971.97135,1661.59603,4862.8690000
t4776,4776,2874.76036,10457.38404,1645.17308,4837.2393300
t4777,4777,2750.49746,9699.43616,1611.74312,4792.3225200
t4778,4778,2541.84721,8907.18457,1570.22517,4735.8783200
t4779,4779,2402.64388,8391.38399,1542.92902,4721.1430300
t478,478,2317.26447,8130.5563,1530.57394,4775.5451900
t4781,4781,2286.5508,8024.42556,1526.30901,5125.1813500
t4782,4782,2309.98209,8126.59405,1527.82205,5082.4289900
t4783,4783,2420.58202,8705.83125,1541.52329,5071.8550500
t4784,4784,2662.42216,9721.77059,1573.80969,4696.3215700
t4785,4785,2979.00401,10594.49977,1587.45608,4588.1458800
t4786,4786,3126.42437,11003.56902,1606.13323,4564.3499200
t4787,4787,3265.2011,11392.34094,1617.98304,4520.0140300
t4788,4788,3349.30491,11591.3998,1618.71412,4442.9548400
t4789,4789,3341.54456,11556.53962,1617.51148,4414.1479500
t479,479,3274.82453,11389.47744,1618.98455,4373.8159000
t4791,4791,3281.37316,11356.00376,1620.94461,4181.4662000
t4792,4792,3256.68432,11256.97046,1613.61079,4252.7658700
t4793,4793,3201.2001,11085.54651,1596.81337,4275.2963000
t4794,4794,2982.14222,10526.88428,1546.65565,4423.5269700
t4795,4795,2721.5022,10150.61398,1538.1601,4339.5136400
t4796,4796,2995.72325,11243.49562,1626.17637,4451.5957500
t4797,4797,3027.07715,11502.85524,1674.32928,4548.6604100
t4798,4798,2980.07616,11440.0273,1685.5646,4827.3970500
t4799,4799,2882.01218,10971.97135,1661.59603,4862.8690000
t48,48,2874.76036,10457.38404,1645.17308,4837.2393300
t4801,4801,2750.49746,9699.43616,1611.74312,4792.3225200
t4802,4802,2541.84721,8907.18457,1570.22517,4735.8783200
t4803,4803,2402.64388,8391.38399,1542.92902,4721.1430300
t4804,4804,2317.26447,8130.5563,1530.57394,4775.5451900
t4805,4805,2286.5508,8024.42556,1526.30901,5125.1813500
t4806,4806,2309.98209,8126.59405,1527.82205,5082.4289900
t4807,4807,2420.58202,8705.83125,1541.52329,5071.8550500
t4808,4808,2662.42216,9721.77059,1573.80969,4696.3215700
t4809,4809,2979.00401,10594.49977,1587.45608,4588.1458800
t481,481,3126.42437,11003.56902,1606.13323,4564.3499200
t4811,4811,3265.2011,11392.34094,1617.98304,4520.0140300
t4812,4812,3349.30491,11591.3998,1618.71412,4442.9548400
t4813,4813,3341.54456,11556.53962,1617.51148,4414.1479500
t4814,4814,3274.82453,11389.47744,1618.98455,4373.8159000
t4815,4815,3281.37316,11356.00376,1620.94461,4181.4662000
t4816,4816,3256.68432,11256.97046,1613.61079,4252.7658700
t4817,4817,3201.2001,11085.54651,1596.81337,4275.2963000
t4818,4818,2982.14222,10526.88428,1546.65565,4423.5269700
t4819,4819,2721.5022,10150.61398,1538.1601,4339.5136400
t482,482,2995.72325,11243.49562,1626.17637,4451.5957500
t4821,4821,3027.07715,11502.85524,1674.32928,4548.6604100
t4822,4822,2980.07616,11440.0273,1685.5646,4827.3970500
t4823,4823,2882.01218,10971.97135,1661.59603,4862.8690000
t4824,4824,2874.76036,10457.38404,1645.17308,4837.2393300
t4825,4825,2750.49746,9699.43616,1611.74312,4792.3225200
t4826,4826,2541.84721,8907.18457,1570.22517,4735.8783200
t4827,4827,2402.64388,8391.38399,1542.92902,4721.1430300
t4828,4828,2317.26447,8130.5563,1530.57394,4775.5451900
t4829,4829,2286.5508,8024.42556,1526.30901,5125.1813500
t483,483,2309.98209,8126.59405,1527.82205,5082.4289900
t4831,4831,2420.58202,8705.83125,1541.52329,5071.8550500
t4832,4832,2662.42216,9721.77059,1573.80969,4696.3215700
t4833,4833,2979.00401,10594.49977,1587.45608,4588.1458800
t4834,4834,3126.42437,11003.56902,1606.13323,4564.3499200
t4835,4835,3265.2011,11392.34094,1617.98304,4520.0140300
t4836,4836,3349.30491,11591.3998,1618.71412,4442.9548400
t4837,4837,3341.54456,11556.53962,1617.51148,4414.1479500
t4838,4838,3274.82453,11389.47744,1618.98455,4373.8159000
t4839,4839,3281.37316,11356.00376,1620.94461,4181.4662000
t484,484,3256.68432,11256.97046,1613.61079,4252.7658700
t4841,4841,3201.2001,11085.54651,1596.81337,4275.2963000
t4842,4842,2982.14222,10526.88428,1546.65565,4423.5269700
t4843,4843,2721.5022,10150.61398,1538.1601,4339.5136400
t4844,4844,2995.72325,11243.49562,1626.17637,4451.5957500
t4845,4845,3027.07715,11502.85524,1674.32928,4548.6604100
t4846,4846,2980.07616,11440.0273,1685.5646,4827.3970500
t4847,4847,2882.01218,10971.97135,1661.59603,4862.8690000
t4848,4848,2874.76036,10457.38404,1645.17308,4837.2393300
t4849,4849,2750.49746,9699.43616,1611.74312,4792.3225200
t485,485,2541.84721,8907.18457,1570.22517,4735.8783200
t4851,4851,2402.64388,8391.38399,1542.92902,4721.1430300
t4852,4852,2317.26447,8130.5563,1530.57394,4775.5451900
t4853,4853,2286.5508,8024.42556,1526.30901,5125.1813500
t4854,4854,2309.98209,8126.59405,1527.82205,5082.4289900
t4855,4855,2420.58202,8705.83125,1541.52329,5071.8550500
t4856,4856,2662.42216,9721.77059,1573.80969,4696.3215700
t4857,4857,2979.00401,10594.49977,1587.45608,4588.1458800
t4858,4858,3126.42437,11003.56902,1606.13323,4564.3499200
t4859,4859,3265.2011,11392.34094,1617.98304,4520.0140300
t486,486,3349.30491,11591.3998,1618.71412,4442.9548400
t4861,4861,3341.54456,11556.53962,1617.51148,4414.1479500
t4862,4862,3274.82453,11389.47744,1618.98455,4373.8159000
t4863,4863,3281.37316,11356.00376,1620.94461,4181.4662000
t4864,4864,3256.68432,11256.97046,1613.61079,4252.7658700
t4865,4865,3201.2001,11085.54651,1596.81337,4275.2963000
t4866,4866,2982.14222,10526.88428,1546.65565,4423.5269700
t4867,4867,2721.5022,10150.61398,1538.1601,4339.5136400
t4868,4868,2995.72325,11243.49562,1626.17637,4451.5957500
t4869,4869,3027.07715,11502.85524,1674.32928,4548.6604100
t487,487,2980.07616,11440.0273,1685.5646,4827.3970500
t4871,4871,2882.01218,10971.97135,1661.59603,4862.8690000
t4872,4872,2874.76036,10457.38404,1645.17308,4837.2393300
t4873,4873,2750.49746,9699.43616,1611.74312,4792.3225200
t4874,4874,2541.84721,8907.18457,1570.22517,4735.8783200
t4875,4875,2402.64388,8391.38399,1542.92902,4721.1430300
t4876,4876,2317.26447,8130.5563,1530.57394,4775.5451900
t4877,4877,2286.5508,8024.42556,1526.30901,5125.1813500
t4878,4878,2309.98209,8126.59405,1527.82205,5082.4289900
t4879,4879,2420.58202,8705.83125,1541.52329,5071.8550500
t488,488,2662.42216,9721.77059,1573.80969,4696.3215700
t4881,4881,2979.00401,10594.49977,1587.45608,4588.1458800
t4882,4882,3126.42437,11003.56902,1606.13323,4564.3499200
t4883,4883,3265.2011,11392.34094,1617.98304,4520.0140300
t4884,4884,3349.30491,11591.3998,1618.71412,4442.9548400
t4885,4885,3341.54456,11556.53962,1617.51148,4414.1479500
t4886,4886,3274.82453,11389.47744,1618.98455,4373.8159000
t4887,4887,3281.37316,11356.00376,1620.94461,4181.4662000
t4888,4888,3256.68432,11256.97046,1613.61079,4252.7658700
t4889,4889,3201.2001,11085.54651,1596.81337,4275.2963000
t489,489,2982.14222,10526.88428,1546.65565,4423.5269700
t4891,4891,2721.5022,10150.61398,1538.1601,4339.5136400
t4892,4892,2995.72325,11243.49562,1626.17637,4451.5957500
t4893,4893,3027.07715,11502.85524,1674.32928,4548.6604100
t4894,4894,2980.07616,11440.0273,1685.5646,4827.3970500
t4895,4895,2882.01218,10971.97135,1661.59603,4862.8690000
t4896,4896,2874.76036,10457.38404,1645.17308,4837.2393300
t4897,4897,2750.49746,9699.43616,1611.74312,4792.3225200
t4898,4898,2541.84721,8907.18457,1570.22517,4735.8783200
t4899,4899,2402.64388,8391.38399,1542.92902,4721.1430300
t49,49,2317.26447,8130.5563,1530.57394,4775.5451900
t4901,4901,2286.5508,8024.42556,1526.30901,5125.1813500
t4902,4902,2309.98209,8126.59405,1527.82205,5082.4289900
t4903,4903,2420.58202,8705.83125,1541.52329,5071.8550500
t4904,4904,2662.42216,9721.77059,1573.80969,4696.3215700
t4905,4905,2979.00401,10594.49977,1587.45608,4588.1458800
t4906,4906,3126.42437,11003.56902,1606.13323,4564.3499200
t4907,4907,3265.2011,11392.34094,1617.98304,4520.0140300
t4908,4908,3349.30491,11591.3998,1618.71412,4442.9548400
t4909,4909,3341.54456,11556.53962,1617.51148,4414.1479500
t491,491,3274.82453,11389.47744,1618.98455,4373.8159000
t4911,4911,3281.37316,11356.00376,1620.94461,4181.4662000
t4912,4912,3256.68432,11256.97046,1613.61079,4252.7658700
t4913,4913,3201.2001,11085.54651,1596.81337,4275.2963000
t4914,4914,2982.14222,10526.88428,1546.65565,4423.5269700
t4915,4915,2721.5022,10150.61398,1538.1601,4339.5136400
t4916,4916,2995.72325,11243.49562,1626.17637,4451.5957500
t4917,4917,3027.07715,11502.85524,1674.32928,4548.6604100
t4918,4918,2980.07616,11440.0273,1685.5646,4827.3970500
t4919,4919,2882.01218,10971.97135,1661.59603,4862.8690000
t492,492,2874.76036,10457.38404,1645.17308,4837.2393300
t4921,4921,2750.49746,9699.43616,1611.74312,4792.3225200
t4922,4922,2541.84721,8907.18457,1570.22517,4735.8783200
t4923,4923,2402.64388,8391.38399,1542.92902,4721.1430300
t4924,4924,2317.26447,8130.5563,1530.57394,4775.5451900
t4925,4925,2286.5508,8024.42556,1526.30901,5125.1813500
t4926,4926,2309.98209,8126.59405,1527.82205,5082.4289900
t4927,4927,2420.58202,8705.83125,1541.52329,5071.8550500
t4928,4928,2662.42216,9721.77059,1573.80969,4696.3215700
t4929,4929,2979.00401,10594.49977,1587.45608,4588.1458800
t493,493,3126.42437,11003.56902,1606.13323,4564.3499200
t4931,4931,3265.2011,11392.34094,1617.98304,4520.0140300
t4932,4932,3349.30491,11591.3998,1618.71412,4442.9548400
t4933,4933,3341.54456,11556.53962,1617.51148,4414.1479500
t4934,4934,3274.82453,11389.47744,1618.98455,4373.8159000
t4935,4935,3281.37316,11356.00376,1620.94461,4181.4662000
t4936,4936,3256.68432,11256.97046,1613.61079,4252.7658700
t4937,4937,3201.2001,11085.54651,1596.81337,4275.2963000
t4938,4938,2982.14222,10526.88428,1546.65565,4423.5269700
t4939,4939,2721.5022,10150.61398,1538.1601,4339.5136400
t494,494,2995.72325,11243.49562,1626.17637,4451.5957500
t4941,4941,3027.07715,11502.85524,1674.32928,4548.6604100
t4942,4942,2980.07616,11440.0273,1685.5646,4827.3970500
t4943,4943,2882.01218,10971.97135,1661.59603,4862.8690000
t4944,4944,2874.76036,10457.38404,1645.17308,4837.2393300
t4945,4945,2750.49746,9699.43616,1611.74312,4792.3225200
t4946,4946,2541.84721,8907.18457,1570.22517,4735.8783200
t4947,4947,2402.64388,8391.38399,1542.92902,4721.1430300
t4948,4948,2317.26447,8130.5563,1530.57394,4775.5451900
t4949,4949,2286.5508,8024.42556,1526.30901,5125.1813500
t495,495,2309.98209,8126.59405,1527.82205,5082.4289900
t4951,4951,2420.58202,8705.83125,1541.52329,5071.8550500
t4952,4952,2662.42216,9721.77059,1573.80969,4696.3215700
t4953,4953,2979.00401,10594.49977,1587.45608,4588.1458800
t4954,4954,3126.42437,11003.56902,1606.13323,4564.3499200
t4955,4955,3265.2011,11392.34094,1617.98304,4520.0140300
t4956,4956,3349.30491,11591.3998,1618.71412,4442.9548400
t4957,4957,3341.54456,11556.53962,1617.51148,4414.1479500
t4958,4958,3274.82453,11389.47744,1618.98455,4373.8159000
t4959,4959,3281.37316,11356.00376,1620.94461,4181.4662000
t496,496,3256.68432,11256.97046,1613.61079,4252.7658700
t4961,4961,3201.2001,11085.54651,1596.81337,4275.2963000
t4962,4962,2982.14222,10526.88428,1546.65565,4423.5269700
t4963,4963,2721.5022,10150.61398,1538.1601,4339.5136400
t4964,4964,2995.72325,11243.49562,1626.17637,4451.5957500
t4965,4965,3027.07715,11502.85524,1674.32928,4548.6604100
t4966,4966,2980.07616,11440.0273,1685.5646,4827.3970500
t4967,4967,2882.01218,10971.97135,1661.59603,4862.8690000
t4968,4968,2874.76036,10457.38404,1645.17308,4837.2393300
t4969,4969,2750.49746,9699.43616,1611.74312,4792.3225200
t497,497,2541.84721,8907.18457,1570.22517,4735.8783200
t4971,4971,2402.64388,8391.38399,1542.92902,4721.1430300
t4972,4972,2317.26447,8130.5563,1530.57394,4775.5451900
t4973,4973,2286.5508,8024.42556,1526.30901,5125.1813500
t4974,4974,2309.98209,8126.59405,1527.82205,5082.4289900
t4975,4975,2420.58202,8705.83125,1541.52329,5071.8550500
t4976,4976,2662.42216,9721.77059,1573.80969,4696.3215700
t4977,4977,2979.00401,10594.49977,1587.45608,4588.1458800
t4978,4978,3126.42437,11003.56902,1606.13323,4564.3499200
t4979,4979,3265.2011,11392.34094,1617.98304,4520.0140300
t498,498,3349.30491,11591.3998,1618.71412,4442.9548400
t4981,4981,3341.54456,11556.53962,1617.51148,4414.1479500
t4982,4982,3274.82453,11389.47744,1618.98455,4373.8159000
t4983,4983,3281.37316,11356.00376,1620.94461,4181.4662000
t4984,4984,3256.68432,11256.97046,1613.61079,4252.7658700
t4985,4985,3201.2001,11085.54651,1596.81337,4275.2963000
t4986,4986,2982.14222,10526.88428,1546.65565,4423.5269700
t4987,4987,2721.5022,10150.61398,1538.1601,4339.5136400
t4988,4988,2995.72325,11243.49562,1626.17637,4451.5957500
t4989,4989,3027.07715,11502.85524,1674.32928,4548.6604100
t499,499,2980.07616,11440.0273,1685.5646,4827.3970500
t4991,4991,2882.01218,10971.97135,1661.59603,4862.8690000
t4992,4992,2874.76036,10457.38404,1645.17308,4837.2393300
t4993,4993,2750.49746,9699.43616,1611.74312,4792.3225200
t4994,4994,2541.84721,8907.18457,1570.22517,4735.8783200
t4995,4995,2402.64388,8391.38399,1542.92902,4721.1430300
t4996,4996,2317.26447,8130.5563,1530.57394,4775.5451900
t4997,4997,2286.5508,8024.42556,1526.30901,5125.1813500
t4998,4998,2309.98209,8126.59405,1527.82205,5082.4289900
t4999,4999,2420.58202,8705.83125,1541.52329,5071.8550500
t5,5,2662.42216,9721.77059,1573.80969,4696.3215700
t5001,5001,2979.00401,10594.49977,1587.45608,4588.1458800
t5002,5002,3126.42437,11003.56902,1606.13323,4564.3499200
t5003,5003,3265.2011,11392.34094,1617.98304,4520.0140300
t5004,5004,3349.30491,11591.3998,1618.71412,4442.9548400
t5005,5005,3341.54456,11556.53962,1617.51148,4414.1479500
t5006,5006,3274.82453,11389.47744,1618.98455,4373.8159000
t5007,5007,3281.37316,11356.00376,1620.94461,4181.4662000
t5008,5008,3256.68432,11256.97046,1613.61079,4252.7658700
t5009,5009,3201.2001,11085.54651,1596.81337,4275.2963000
t501,501,2982.14222,10526.88428,1546.65565,4423.5269700
t5011,5011,2721.5022,10150.61398,1538.1601,4339.5136400
t5012,5012,2995.72325,11243.49562,1626.17637,4451.5957500
t5013,5013,3027.07715,11502.85524,1674.32928,4548.6604100
t5014,5014,2980.07616,11440.0273,1685.5646,4827.3970500
t5015,5015,2882.01218,10971.97135,1661.59603,4862.8690000
t5016,5016,2874.76036,10457.38404,1645.17308,4837.2393300
t5017,5017,2750.49746,9699.43616,1611.74312,4792.3225200
t5018,5018,2541.84721,8907.18457,1570.22517,4735.8783200
t5019,5019,2402.64388,8391.38399,1542.92902,4721.1430300
t502,502,2317.26447,8130.5563,1530.57394,4775.5451900
t5021,5021,2286.5508,8024.42556,1526.30901,5125.1813500
t5022,5022,2309.98209,8126.59405,1527.82205,5082.4289900
t5023,5023,2420.58202,8705.83125,1541.52329,5071.8550500
t5024,5024,2662.42216,9721.77059,1573.80969,4696.3215700
t5025,5025,2979.00401,10594.49977,1587.45608,4588.1458800
t5026,5026,3126.42437,11003.56902,1606.13323,4564.3499200
t5027,5027,3265.2011,11392.34094,1617.98304,4520.0140300
t5028,5028,3349.30491,11591.3998,1618.71412,4442.9548400
t5029,5029,3341.54456,11556.53962,1617.51148,4414.1479500
t503,503,3274.82453,11389.47744,1618.98455,4373.8159000
t5031,5031,3281.37316,11356.00376,1620.94461,4181.4662000
t5032,5032,3256.68432,11256.97046,1613.61079,4252.7658700
t5033,5033,3201.2001,11085.54651,1596.81337,4275.2963000
t5034,5034,2982.14222,10526.88428,1546.65565,4423.5269700
t5035,5035,2721.5022,10150.61398,1538.1601,4339.5136400
t5036,5036,2995.72325,11243.49562,1626.17637,4451.5957500
t5037,5037,3027.07715,11502.85524,1674.32928,4548.6604100
t5038,5038,2980.07616,11440.0273,1685.5646,4827.3970500
t5039,5039,2882.01218,10971.97135,1661.59603,4862.8690000
t504,504,2874.76036,10457.38404,1645.17308,4837.2393300
t5041,5041,2750.49746,9699.43616,1611.74312,4792.3225200
t5042,5042,2541.84721,8907.18457,1570.22517,4735.8783200
t5043,5043,2402.64388,8391.38399,1542.92902,4721.1430300
t5044,5044,2317.26447,8130.5563,1530.57394,4775.5451900
t5045,5045,2286.5508,8024.42556,1526.30901,5125.1813500
t5046,5046,2309.98209,8126.59405,1527.82205,5082.4289900
t5047,5047,2420.58202,8705.83125,1541.52329,5071.8550500
t5048,5048,2662.42216,9721.77059,1573.80969,4696.3215700
t5049,5049,2979.00401,10594.49977,1587.45608,4588.1458800
t505,505,3126.42437,11003.56902,1606.13323,4564.3499200
t5051,5051,3265.2011,11392.34094,1617.98304,4520.0140300
t5052,5052,3349.30491,11591.3998,1618.71412,4442.9548400
t5053,5053,3341.54456,11556.53962,1617.51148,4414.1479500
t5054,5054,3274.82453,11389.47744,1618.98455,4373.8159000
t5055,5055,3281.37316,11356.00376,1620.94461,4181.4662000
t5056,5056,3256.68432,11256.97046,1613.61079,4252.7658700
t5057,5057,3201.2001,11085.54651,1596.81337,4275.2963000
t5058,5058,2982.14222,10526.88428,1546.65565,4423.5269700
t5059,5059,2721.5022,10150.61398,1538.1601,4339.5136400
t506,506,2995.72325,11243.49562,1626.17637,4451.5957500
t5061,5061,3027.07715,11502.85524,1674.32928,4548.6604100
t5062,5062,2980.07616,11440.0273,1685.5646,4827.3970500
t5063,5063,2882.01218,10971.97135,1661.59603,4862.8690000
t5064,5064,2874.76036,10457.38404,1645.17308,4837.2393300
t5065,5065,2750.49746,9699.43616,1611.74312,4792.3225200
t5066,5066,2541.84721,8907.18457,1570.22517,4735.8783200
t5067,5067,2402.64388,8391.38399,1542.92902,4721.1430300
t5068,5068,2317.26447,8130.5563,1530.57394,4775.5451900
t5069,5069,2286.5508,8024.42556,1526.30901,5125.1813500
t507,507,2309.98209,8126.59405,1527.82205,5082.4289900
t5071,5071,2420.58202,8705.83125,1541.52329,5071.8550500
t5072,5072,2662.42216,9721.77059,1573.80969,4696.3215700
t5073,5073,2979.00401,10594.49977,1587.45608,4588.1458800
t5074,5074,3126.42437,11003.56902,1606.13323,4564.3499200
t5075,5075,3265.2011,11392.34094,1617.98304,4520.0140300
t5076,5076,3349.30491,11591.3998,1618.71412,4442.9548400
t5077,5077,3341.54456,11556.53962,1617.51148,4414.1479500
t5078,5078,3274.82453,11389.47744,1618.98455,4373.8159000
t5079,5079,3281.37316,11356.00376,1620.94461,4181.4662000
t508,508,3256.68432,11256.97046,1613.61079,4252.7658700
t5081,5081,3201.2001,11085.54651,1596.81337,4275.2963000
t5082,5082,2982.14222,10526.88428,1546.65565,4423.5269700
t5083,5083,2721.5022,10150.61398,1538.1601,4339.5136400
t5084,5084,2995.72325,11243.49562,1626.17637,4451.5957500
t5085,5085,3027.07715,11502.85524,1674.32928,4548.6604100
t5086,5086,2980.07616,11440.0273,1685.5646,4827.3970500
t5087,5087,2882.01218,10971.97135,1661.59603,4862.8690000
t5088,5088,2874.76036,10457.38404,1645.17308,4837.2393300
t5089,5089,2711.94636,9309.66862,1595.09948,4810.4562000
t509,509,2516.35773,8572.97896,1554.43616,4708.5357400
t5091,5091,2384.74371,8123.43214,1533.52654,4776.5251200
t5092,5092,2310.42002,7890.2049,1527.99288,4821.2178500
t5093,5093,2280.66856,7809.93359,1527.45437,4994.4865500
t5094,5094,2311.99955,7907.22484,1533.78267,4807.0401800
t5095,5095,2458.47738,8577.58654,1547.8135,5118.2468500
t5096,5096,2761.54741,9642.81788,1579.74001,4725.3905500
t5097,5097,2980.45461,10145.65298,1571.45994,4626.3581000
t5098,5098,3100.42844,10575.58534,1587.58858,4642.0115400
t5099,5099,3223.1926,10952.84704,1594.46672,4594.2109400
t51,51,3277.93149,11125.8801,1586.8236,4508.7464600
t5101,5101,3249.26584,11102.03726,1591.31341,4427.3126400
t5102,5102,3178.68843,10964.71302,1591.26408,4433.6443200
t5103,5103,3179.4606,10894.87219,1590.48281,4339.0608800
t5104,5104,3156.47141,10763.17611,1589.49052,4385.4141200
t5105,5105,3114.62239,10601.39963,1583.37613,4538.0004100
t5106,5106,2922.18586,10139.73597,1550.47729,4583.5111300
t5107,5107,2658.53909,9702.08167,1537.99771,4610.7537000
t5108,5108,2910.69867,10580.38763,1606.26359,4555.7214500
t5109,5109,3066.08701,11179.36319,1669.71855,4657.9786900
t511,511,3023.94634,11098.11956,1679.14571,4863.5261900
t5111,5111,2903.49245,10577.37618,1653.25838,4913.4723100
t5112,5112,2845.99124,10027.57724,1629.88682,4848.8175300
t5113,5113,2711.94636,9309.66862,1595.09948,4810.4562000
t5114,5114,2516.35773,8572.97896,1554.43616,4708.5357400
t5115,5115,2384.74371,8123.43214,1533.52654,4776.5251200
t5116,5116,2310.42002,7890.2049,1527.99288,4821.2178500
t5117,5117,2280.66856,7809.93359,1527.45437,4994.4865500
t5118,5118,2311.99955,7907.22484,1533.78267,4807.0401800
t5119,5119,2458.47738,8577.58654,1547.8135,5118.2468500
t512,512,2761.54741,9642.81788,1579.74001,4725.3905500
t5121,5121,2980.45461,10145.65298,1571.45994,4626.3581000
t5122,5122,3100.42844,10575.58534,1587.58858,4642.0115400
t5123,5123,3223.1926,10952.84704,1594.46672,4594.2109400
t5124,5124,3277.93149,11125.8801,1586.8236,4508.7464600
t5125,5125,3249.26584,11102.03726,1591.31341,4427.3126400
t5126,5126,3178.68843,10964.71302,1591.26408,4433.6443200
t5127,5127,3179.4606,10894.87219,1590.48281,4339.0608800
t5128,5128,3156.47141,10763.17611,1589.49052,4385.4141200
t5129,5129,3114.62239,10601.39963,1583.37613,4538.0004100
t513,513,2922.18586,10139.73597,1550.47729,4583.5111300
t5131,5131,2658.53909,9702.08167,1537.99771,4610.7537000
t5132,5132,2910.69867,10580.38763,1606.26359,4555.7214500
t5133,5133,3066.08701,11179.36319,1669.71855,4657.9786900
t5134,5134,3023.94634,11098.11956,1679.14571,4863.5261900
t5135,5135,2903.49245,10577.37618,1653.25838,4913.4723100
t5136,5136,2845.99124,10027.57724,1629.88682,4848.8175300
t5137,5137,2711.94636,9309.66862,1595.09948,4810.4562000
t5138,5138,2516.35773,8572.97896,1554.43616,4708.5357400
t5139,5139,2384.74371,8123.43214,1533.52654,4776.5251200
t514,514,2310.42002,7890.2049,1527.99288,4821.2178500
t5141,5141,2280.66856,7809.93359,1527.45437,4994.4865500
t5142,5142,2311.99955,7907.22484,1533.78267,4807.0401800
t5143,5143,2458.47738,8577.58654,1547.8135,5118.2468500
t5144,5144,2761.54741,9642.81788,1579.74001,4725.3905500
t5145,5145,2980.45461,10145.65298,1571.45994,4626.3581000
t5146,5146,3100.42844,10575.58534,1587.58858,4642.0115400
t5147,5147,3223.1926,10952.84704,1594.46672,4594.2109400
t5148,5148,3277.93149,11125.8801,1586.8236,4508.7464600
t5149,5149,3249.26584,11102.03726,1591.31341,4427.3126400
t515,515,3178.68843,10964.71302,1591.26408,4433.6443200
